fid,id,timestamp,lat_raw,lon_raw,alt_raw,lat,lon,altitude,t_rel_sec
1085,1815,473066.985274,"-2.18120063,Lat","41.03509881,Lon","15.201,Ellh",-2.18120063,41.03509881,15.201,388.04484799999
1086,1814,473066.999975,"-2.18120086,Lat","41.03509910,Lon","15.201,Ellh",-2.18120086,41.0350991,15.201,388.059548999998
1087,1820,473068.710302,"-2.18123648,Lat","41.03511878,Lon","15.203,Ellh",-2.18123648,41.03511878,15.203,389.769876000006
1088,1821,473068.962257,"-2.18124164,Lat","41.03512181,Lon","15.190,Ellh",-2.18124164,41.03512181,15.19,390.021830999991
1089,1822,473068.977596,"-2.18124189,Lat","41.03512211,Lon","15.204,Ellh",-2.18124189,41.03512211,15.204,390.037170000025
1090,1823,473068.992168,"-2.18124219,Lat","41.03512228,Lon","15.188,Ellh",-2.18124219,41.03512228,15.188,390.05174200004
1091,1825,473069.006298,"-2.18124262,Lat","41.03512219,Lon","15.202,Ellh",-2.18124262,41.03512219,15.202,390.065872000006
1092,1824,473069.021,"-2.18124286,Lat","41.03512249,Lon","15.202,Ellh",-2.18124286,41.03512249,15.202,390.080574000021
1093,1830,473070.69792,"-2.18127779,Lat","41.03514171,Lon","15.203,Ellh",-2.18127779,41.03514171,15.203,391.75749400002
1094,1831,473070.951968,"-2.18128300,Lat","41.03514484,Lon","15.199,Ellh",-2.181283,41.03514484,15.199,392.011541999993
1095,1832,473070.967313,"-2.18128325,Lat","41.03514514,Lon","15.213,Ellh",-2.18128325,41.03514514,15.213,392.026887000015
1096,1833,473070.981873,"-2.18128356,Lat","41.03514531,Lon","15.198,Ellh",-2.18128356,41.03514531,15.198,392.041446999996
1097,1835,473070.996043,"-2.18128399,Lat","41.03514523,Lon","15.212,Ellh",-2.18128399,41.03514523,15.212,392.055617000035
1098,1834,473071.010711,"-2.18128423,Lat","41.03514553,Lon","15.211,Ellh",-2.18128423,41.03514553,15.211,392.070285000023
1099,1840,473072.685566,"-2.18131928,Lat","41.03516530,Lon","15.139,Ellh",-2.18131928,41.0351653,15.139,393.745140000014
1100,1841,473072.937456,"-2.18132448,Lat","41.03516839,Lon","15.130,Ellh",-2.18132448,41.03516839,15.13,393.997030000028
1101,1842,473072.95283,"-2.18132473,Lat","41.03516869,Lon","15.145,Ellh",-2.18132473,41.03516869,15.145,394.012404000037
1102,1843,473072.967362,"-2.18132503,Lat","41.03516886,Lon","15.130,Ellh",-2.18132503,41.03516886,15.13,394.026936000038
1103,1845,473072.981571,"-2.18132547,Lat","41.03516878,Lon","15.145,Ellh",-2.18132547,41.03516878,15.145,394.041145000025
1104,1844,473072.996199,"-2.18132571,Lat","41.03516908,Lon","15.144,Ellh",-2.18132571,41.03516908,15.144,394.055773
1105,1850,473074.704447,"-2.18136159,Lat","41.03518914,Lon","15.161,Ellh",-2.18136159,41.03518914,15.161,395.76402100001
1106,1851,473074.956401,"-2.18136684,Lat","41.03519223,Lon","15.169,Ellh",-2.18136684,41.03519223,15.169,396.015974999988
1107,1852,473074.971673,"-2.18136709,Lat","41.03519253,Lon","15.184,Ellh",-2.18136709,41.03519253,15.184,396.031247000035
1108,1853,473074.986187,"-2.18136740,Lat","41.03519270,Lon","15.170,Ellh",-2.1813674,41.0351927,15.17,396.045761000016
1109,1855,473075.000442,"-2.18136784,Lat","41.03519262,Lon","15.186,Ellh",-2.18136784,41.03519262,15.186,396.060016000003
1110,1854,473075.015149,"-2.18136808,Lat","41.03519292,Lon","15.186,Ellh",-2.18136808,41.03519292,15.186,396.074722999998
1111,1860,473076.690004,"-2.18140286,Lat","41.03521207,Lon","15.183,Ellh",-2.18140286,41.03521207,15.183,397.749577999988
1112,1861,473076.944016,"-2.18140796,Lat","41.03521508,Lon","15.172,Ellh",-2.18140796,41.03521508,15.172,398.003590000037
1113,1862,473076.95935,"-2.18140821,Lat","41.03521538,Lon","15.186,Ellh",-2.18140821,41.03521538,15.186,398.018924000033
1114,1863,473076.973848,"-2.18140850,Lat","41.03521554,Lon","15.171,Ellh",-2.1814085,41.03521554,15.171,398.033422000008
1115,1865,473076.988136,"-2.18140893,Lat","41.03521545,Lon","15.185,Ellh",-2.18140893,41.03521545,15.185,398.047710000013
1116,1864,473077.002838,"-2.18140916,Lat","41.03521575,Lon","15.184,Ellh",-2.18140916,41.03521575,15.184,398.062412000028
1117,1870,473078.713086,"-2.18144506,Lat","41.03523540,Lon","15.079,Ellh",-2.18144506,41.0352354,15.079,399.772660000017
1118,1871,473078.967014,"-2.18145033,Lat","41.03523850,Lon","15.076,Ellh",-2.18145033,41.0352385,15.076,400.026588000008
1119,1872,473078.98237,"-2.18145058,Lat","41.03523881,Lon","15.091,Ellh",-2.18145058,41.03523881,15.091,400.041943999997
1120,1873,473078.996879,"-2.18145089,Lat","41.03523898,Lon","15.076,Ellh",-2.18145089,41.03523898,15.076,400.056452999997
1121,1875,473079.011095,"-2.18145133,Lat","41.03523889,Lon","15.091,Ellh",-2.18145133,41.03523889,15.091,400.070669000037
1122,1874,473079.025768,"-2.18145156,Lat","41.03523919,Lon","15.091,Ellh",-2.18145156,41.03523919,15.091,400.085342000006
1123,1880,473080.700656,"-2.18148647,Lat","41.03525853,Lon","15.072,Ellh",-2.18148647,41.03525853,15.072,401.760230000014
1124,1881,473080.954857,"-2.18149161,Lat","41.03526158,Lon","15.071,Ellh",-2.18149161,41.03526158,15.071,402.014430999989
1125,1882,473080.970168,"-2.18149186,Lat","41.03526188,Lon","15.086,Ellh",-2.18149186,41.03526188,15.086,402.029742000042
1126,1883,473080.9847,"-2.18149215,Lat","41.03526205,Lon","15.071,Ellh",-2.18149215,41.03526205,15.071,402.044273999985
1127,1885,473080.998881,"-2.18149258,Lat","41.03526196,Lon","15.086,Ellh",-2.18149258,41.03526196,15.086,402.058454999991
1128,1884,473081.0136,"-2.18149282,Lat","41.03526226,Lon","15.086,Ellh",-2.18149282,41.03526226,15.086,402.073174000019
1129,1890,473082.690499,"-2.18152768,Lat","41.03528138,Lon","15.021,Ellh",-2.18152768,41.03528138,15.021,403.750073000032
1130,1891,473082.942505,"-2.18153288,Lat","41.03528441,Lon","15.009,Ellh",-2.18153288,41.03528441,15.009,404.002078999998
1131,1892,473082.957817,"-2.18153313,Lat","41.03528471,Lon","15.023,Ellh",-2.18153313,41.03528471,15.023,404.017391000001
1132,1893,473082.972348,"-2.18153343,Lat","41.03528488,Lon","15.007,Ellh",-2.18153343,41.03528488,15.007,404.031921999995
1133,1895,473082.986552,"-2.18153387,Lat","41.03528479,Lon","15.021,Ellh",-2.18153387,41.03528479,15.021,404.046126000001
1134,1894,473083.001226,"-2.18153410,Lat","41.03528509,Lon","15.021,Ellh",-2.1815341,41.03528509,15.021,404.060800000036
1135,1900,473084.709455,"-2.18156970,Lat","41.03530497,Lon","15.013,Ellh",-2.1815697,41.03530497,15.013,405.769029000017
1136,1901,473084.961447,"-2.18157491,Lat","41.03530811,Lon","15.013,Ellh",-2.18157491,41.03530811,15.013,406.021020999993
1137,1902,473084.976742,"-2.18157516,Lat","41.03530842,Lon","15.028,Ellh",-2.18157516,41.03530842,15.028,406.036316000042
1138,1903,473084.991285,"-2.18157547,Lat","41.03530859,Lon","15.013,Ellh",-2.18157547,41.03530859,15.013,406.05085900001
1139,1905,473085.005517,"-2.18157591,Lat","41.03530851,Lon","15.028,Ellh",-2.18157591,41.03530851,15.028,406.065090999997
1140,1904,473085.02019,"-2.18157615,Lat","41.03530881,Lon","15.027,Ellh",-2.18157615,41.03530881,15.027,406.079764000024
1141,1910,473086.695037,"-2.18161127,Lat","41.03532849,Lon","15.012,Ellh",-2.18161127,41.03532849,15.012,407.754611000011
1142,1911,473086.949058,"-2.18161644,Lat","41.03533156,Lon","15.011,Ellh",-2.18161644,41.03533156,15.011,408.008632000012
1143,1912,473086.964375,"-2.18161668,Lat","41.03533186,Lon","15.026,Ellh",-2.18161668,41.03533186,15.026,408.023948999995
1144,1913,473086.978912,"-2.18161698,Lat","41.03533203,Lon","15.011,Ellh",-2.18161698,41.03533203,15.011,408.038486000034
1145,1915,473086.993156,"-2.18161742,Lat","41.03533194,Lon","15.026,Ellh",-2.18161742,41.03533194,15.026,408.052729999996
1146,1914,473087.007812,"-2.18161765,Lat","41.03533223,Lon","15.026,Ellh",-2.18161765,41.03533223,15.026,408.06738600001
1147,1920,473088.716037,"-2.18165339,Lat","41.03535174,Lon","15.021,Ellh",-2.18165339,41.03535174,15.021,409.775611000019
1148,1921,473088.96994,"-2.18165862,Lat","41.03535481,Lon","15.004,Ellh",-2.18165862,41.03535481,15.004,410.029513999994
1149,1922,473088.985274,"-2.18165887,Lat","41.03535511,Lon","15.018,Ellh",-2.18165887,41.03535511,15.018,410.04484799999
1150,1923,473088.999794,"-2.18165917,Lat","41.03535528,Lon","15.002,Ellh",-2.18165917,41.03535528,15.002,410.059368000017
1151,1925,473089.014038,"-2.18165961,Lat","41.03535520,Lon","15.017,Ellh",-2.18165961,41.0353552,15.017,410.073612000037
1152,1924,473089.028762,"-2.18165984,Lat","41.03535549,Lon","15.016,Ellh",-2.18165984,41.03535549,15.016,410.088335999986
1153,1930,473090.703582,"-2.18169509,Lat","41.03537554,Lon","14.982,Ellh",-2.18169509,41.03537554,14.982,411.763156000001
1154,1931,473090.957805,"-2.18170035,Lat","41.03537864,Lon","14.988,Ellh",-2.18170035,41.03537864,14.988,412.017379000026
1155,1932,473090.973049,"-2.18170060,Lat","41.03537894,Lon","15.003,Ellh",-2.1817006,41.03537894,15.003,412.032623000036
1156,1933,473090.987575,"-2.18170090,Lat","41.03537911,Lon","14.989,Ellh",-2.1817009,41.03537911,14.989,412.047148999991
1157,1935,473091.001847,"-2.18170134,Lat","41.03537902,Lon","15.004,Ellh",-2.18170134,41.03537902,15.004,412.061420999991
1158,1934,473091.016526,"-2.18170158,Lat","41.03537932,Lon","15.004,Ellh",-2.18170158,41.03537932,15.004,412.076100000006
1159,1940,473092.69345,"-2.18173658,Lat","41.03539890,Lon","14.996,Ellh",-2.18173658,41.0353989,14.996,413.753024000034
1160,1941,473092.945341,"-2.18174176,Lat","41.03540207,Lon","14.990,Ellh",-2.18174176,41.03540207,14.99,414.004914999998
1161,1942,473092.960732,"-2.18174202,Lat","41.03540238,Lon","15.004,Ellh",-2.18174202,41.03540238,15.004,414.02030600002
1162,1943,473092.975292,"-2.18174232,Lat","41.03540256,Lon","14.989,Ellh",-2.18174232,41.03540256,14.989,414.034866000002
1163,1945,473092.98944,"-2.18174276,Lat","41.03540248,Lon","15.003,Ellh",-2.18174276,41.03540248,15.003,414.049013999989
1164,1944,473093.004101,"-2.18174299,Lat","41.03540278,Lon","15.003,Ellh",-2.18174299,41.03540278,15.003,414.063675000041
1165,1950,473094.712315,"-2.18177893,Lat","41.03542299,Lon","14.963,Ellh",-2.18177893,41.03542299,14.963,415.771889000025
1166,1951,473094.964213,"-2.18178406,Lat","41.03542606,Lon","14.954,Ellh",-2.18178406,41.03542606,14.954,416.023787000042
1167,1952,473094.979603,"-2.18178431,Lat","41.03542636,Lon","14.968,Ellh",-2.18178431,41.03542636,14.968,416.039176999999
1168,1953,473094.994169,"-2.18178461,Lat","41.03542653,Lon","14.953,Ellh",-2.18178461,41.03542653,14.953,416.053743000026
1169,1955,473095.008334,"-2.18178504,Lat","41.03542645,Lon","14.968,Ellh",-2.18178504,41.03542645,14.968,416.067908000026
1170,1954,473095.023018,"-2.18178528,Lat","41.03542675,Lon","14.968,Ellh",-2.18178528,41.03542675,14.968,416.082592000021
1171,1960,473096.699912,"-2.18182013,Lat","41.03544624,Lon","14.884,Ellh",-2.18182013,41.03544624,14.884,417.759485999995
1172,1961,473096.954042,"-2.18182549,Lat","41.03544937,Lon","14.892,Ellh",-2.18182549,41.03544937,14.892,418.013616000011
1173,1962,473096.969359,"-2.18182575,Lat","41.03544968,Lon","14.908,Ellh",-2.18182575,41.03544968,14.908,418.028932999994
1174,1963,473096.983914,"-2.18182607,Lat","41.03544985,Lon","14.894,Ellh",-2.18182607,41.03544985,14.894,418.043487999996
1175,1965,473096.998061,"-2.18182651,Lat","41.03544977,Lon","14.910,Ellh",-2.18182651,41.03544977,14.91,418.057635000034
1176,1964,473097.012768,"-2.18182670,Lat","41.03545004,Lon","14.911,Ellh",-2.1818267,41.03545004,14.911,418.072342000029
1177,1970,473097.68915,"-2.18183334,Lat","41.03545389,Lon","14.886,Ellh",-2.18183334,41.03545389,14.886,418.748724000005
1178,1971,473097.941167,"-2.18183297,Lat","41.03545273,Lon","14.881,Ellh",-2.18183297,41.03545273,14.881,419.000740999996
1179,1972,473097.956444,"-2.18183297,Lat","41.03545274,Lon","14.895,Ellh",-2.18183297,41.03545274,14.895,419.016018000024
1180,1973,473097.970982,"-2.18183292,Lat","41.03545262,Lon","14.880,Ellh",-2.18183292,41.03545262,14.88,419.030556000012
1181,1975,473097.985231,"-2.18183276,Lat","41.03545225,Lon","14.895,Ellh",-2.18183276,41.03545225,14.895,419.044805000012
1182,1974,473097.999881,"-2.18183276,Lat","41.03545226,Lon","14.895,Ellh",-2.18183276,41.03545226,14.895,419.059455000039
1183,1980,473103.053516,"-2.18182485,Lat","41.03534070,Lon","13.899,Ellh",-2.18182485,41.0353407,13.899,424.113089999999
1184,1981,473103.30571,"-2.18182232,Lat","41.03533954,Lon","13.808,Ellh",-2.18182232,41.03533954,13.808,424.365284
1185,1982,473103.320909,"-2.18182220,Lat","41.03533935,Lon","13.817,Ellh",-2.1818222,41.03533935,13.817,424.380483000015
1186,1983,473103.335537,"-2.18182198,Lat","41.03533927,Lon","13.797,Ellh",-2.18182198,41.03533927,13.797,424.395110999991
1187,1985,473103.349475,"-2.18182158,Lat","41.03533941,Lon","13.807,Ellh",-2.18182158,41.03533941,13.807,424.409049000009
1188,1984,473103.364431,"-2.18182146,Lat","41.03533921,Lon","13.802,Ellh",-2.18182146,41.03533921,13.802,424.424005000037
1189,1990,473105.072357,"-2.18178262,Lat","41.03531993,Lon","13.458,Ellh",-2.18178262,41.03531993,13.458,426.13193100004
1190,1991,473105.32451,"-2.18177743,Lat","41.03531711,Lon","13.449,Ellh",-2.18177743,41.03531711,13.449,426.384084000019
1191,1992,473105.339736,"-2.18177718,Lat","41.03531682,Lon","13.464,Ellh",-2.18177718,41.03531682,13.464,426.399310000008
1192,1993,473105.354353,"-2.18177688,Lat","41.03531666,Lon","13.448,Ellh",-2.18177688,41.03531666,13.448,426.413927000016
1193,1995,473105.368291,"-2.18177645,Lat","41.03531676,Lon","13.463,Ellh",-2.18177645,41.03531676,13.463,426.427865000034
1194,1994,473105.383241,"-2.18177621,Lat","41.03531648,Lon","13.463,Ellh",-2.18177621,41.03531648,13.463,426.442815000017
1195,2000,473107.057843,"-2.18174197,Lat","41.03529807,Lon","13.464,Ellh",-2.18174197,41.03529807,13.464,428.117417000001
1196,2001,473107.312186,"-2.18173680,Lat","41.03529496,Lon","13.473,Ellh",-2.1817368,41.03529496,13.473,428.371760000009
1197,2002,473107.327413,"-2.18173655,Lat","41.03529465,Lon","13.489,Ellh",-2.18173655,41.03529465,13.489,428.386987000005
1198,2003,473107.342029,"-2.18173625,Lat","41.03529448,Lon","13.475,Ellh",-2.18173625,41.03529448,13.475,428.401603000006
1199,2005,473107.355951,"-2.18173583,Lat","41.03529457,Lon","13.490,Ellh",-2.18173583,41.03529457,13.49,428.415525000019
1200,2004,473107.370889,"-2.18173559,Lat","41.03529427,Lon","13.491,Ellh",-2.18173559,41.03529427,13.491,428.430463000026
1201,2010,473109.049619,"-2.18170075,Lat","41.03527431,Lon","13.580,Ellh",-2.18170075,41.03527431,13.58,430.109193000011
1202,2011,473109.303948,"-2.18169556,Lat","41.03527125,Lon","13.597,Ellh",-2.18169556,41.03527125,13.597,430.363522000029
1203,2012,473109.319175,"-2.18169531,Lat","41.03527095,Lon","13.613,Ellh",-2.18169531,41.03527095,13.613,430.378749000025
1204,2013,473109.333802,"-2.18169501,Lat","41.03527078,Lon","13.599,Ellh",-2.18169501,41.03527078,13.599,430.393375999993
1205,2015,473109.347741,"-2.18169458,Lat","41.03527087,Lon","13.615,Ellh",-2.18169458,41.03527087,13.615,430.407315000019
1206,2014,473109.362685,"-2.18169434,Lat","41.03527058,Lon","13.616,Ellh",-2.18169434,41.03527058,13.616,430.422259000014
1207,2020,473111.072676,"-2.18165876,Lat","41.03525111,Lon","13.680,Ellh",-2.18165876,41.03525111,13.68,432.132250000024
1208,2021,473111.326919,"-2.18165357,Lat","41.03524806,Lon","13.699,Ellh",-2.18165357,41.03524806,13.699,432.386493000027
1209,2022,473111.342134,"-2.18165333,Lat","41.03524776,Lon","13.715,Ellh",-2.18165333,41.03524776,13.715,432.40170799999
1210,2023,473111.356762,"-2.18165302,Lat","41.03524759,Lon","13.701,Ellh",-2.18165302,41.03524759,13.701,432.416336000024
1211,2025,473111.370706,"-2.18165260,Lat","41.03524768,Lon","13.717,Ellh",-2.1816526,41.03524768,13.717,432.43028000003
1212,2024,473111.385634,"-2.18165236,Lat","41.03524738,Lon","13.719,Ellh",-2.18165236,41.03524738,13.719,432.445208000019
1213,2030,473113.066423,"-2.18161720,Lat","41.03522734,Lon","13.761,Ellh",-2.1816172,41.03522734,13.761,434.125997000025
1214,2031,473113.318652,"-2.18161204,Lat","41.03522427,Lon","13.774,Ellh",-2.18161204,41.03522427,13.774,434.378226000001
1215,2032,473113.33385,"-2.18161179,Lat","41.03522397,Lon","13.790,Ellh",-2.18161179,41.03522397,13.79,434.393424000009
1216,2033,473113.348478,"-2.18161149,Lat","41.03522380,Lon","13.776,Ellh",-2.18161149,41.0352238,13.776,434.408052000043
1217,2035,473113.362371,"-2.18161107,Lat","41.03522389,Lon","13.791,Ellh",-2.18161107,41.03522389,13.791,434.421945000009
1218,2034,473113.377383,"-2.18161082,Lat","41.03522359,Lon","13.792,Ellh",-2.18161082,41.03522359,13.792,434.436956999998
1219,2040,473115.051968,"-2.18157597,Lat","41.03520439,Lon","13.826,Ellh",-2.18157597,41.03520439,13.826,436.111542000028
1220,2041,473115.304222,"-2.18157074,Lat","41.03520127,Lon","13.828,Ellh",-2.18157074,41.03520127,13.828,436.36379600002
1221,2042,473115.319427,"-2.18157049,Lat","41.03520097,Lon","13.843,Ellh",-2.18157049,41.03520097,13.843,436.379001000023
1222,2043,473115.33406,"-2.18157019,Lat","41.03520079,Lon","13.828,Ellh",-2.18157019,41.03520079,13.828,436.393634000036
1223,2045,473115.347942,"-2.18156976,Lat","41.03520088,Lon","13.843,Ellh",-2.18156976,41.03520088,13.843,436.407516000036
1224,2044,473115.36296,"-2.18156951,Lat","41.03520058,Lon","13.843,Ellh",-2.18156951,41.03520058,13.843,436.422534000012
1225,2050,473117.072932,"-2.18153378,Lat","41.03518113,Lon","13.791,Ellh",-2.18153378,41.03518113,13.791,438.132505999994
1226,2051,473117.325122,"-2.18152857,Lat","41.03517814,Lon","13.789,Ellh",-2.18152857,41.03517814,13.789,438.384696000023
1227,2052,473117.340344,"-2.18152833,Lat","41.03517784,Lon","13.804,Ellh",-2.18152833,41.03517784,13.804,438.399918000039
1228,2053,473117.354971,"-2.18152802,Lat","41.03517767,Lon","13.789,Ellh",-2.18152802,41.03517767,13.789,438.414545000007
1229,2055,473117.368842,"-2.18152759,Lat","41.03517777,Lon","13.804,Ellh",-2.18152759,41.03517777,13.804,438.428416000039
1230,2054,473117.383866,"-2.18152735,Lat","41.03517747,Lon","13.805,Ellh",-2.18152735,41.03517747,13.805,438.443440000003
1231,2060,473119.060506,"-2.18149194,Lat","41.03515837,Lon","13.750,Ellh",-2.18149194,41.03515837,13.75,440.120080000022
1232,2061,473119.314969,"-2.18148671,Lat","41.03515532,Lon","13.747,Ellh",-2.18148671,41.03515532,13.747,440.374543000013
1233,2062,473119.330207,"-2.18148646,Lat","41.03515502,Lon","13.762,Ellh",-2.18148646,41.03515502,13.762,440.389781000034
1234,2063,473119.344829,"-2.18148615,Lat","41.03515485,Lon","13.747,Ellh",-2.18148615,41.03515485,13.747,440.404403000022
1235,2065,473119.35879,"-2.18148572,Lat","41.03515494,Lon","13.761,Ellh",-2.18148572,41.03515494,13.761,440.418364000041
1236,2064,473119.373678,"-2.18148548,Lat","41.03515464,Lon","13.761,Ellh",-2.18148548,41.03515464,13.761,440.433252000017
1237,2070,473121.050381,"-2.18145051,Lat","41.03513510,Lon","13.741,Ellh",-2.18145051,41.0351351,13.741,442.109954999993
1238,2071,473121.304768,"-2.18144526,Lat","41.03513202,Lon","13.733,Ellh",-2.18144526,41.03513202,13.733,442.364341999986
1239,2072,473121.319995,"-2.18144502,Lat","41.03513172,Lon","13.747,Ellh",-2.18144502,41.03513172,13.747,442.379569000041
1240,2073,473121.334617,"-2.18144471,Lat","41.03513155,Lon","13.732,Ellh",-2.18144471,41.03513155,13.732,442.394191000029
1241,2075,473121.34855,"-2.18144428,Lat","41.03513164,Lon","13.746,Ellh",-2.18144428,41.03513164,13.746,442.408124000009
1242,2074,473121.363489,"-2.18144404,Lat","41.03513134,Lon","13.746,Ellh",-2.18144404,41.03513134,13.746,442.423063000024
1243,2080,473123.073507,"-2.18140853,Lat","41.03511190,Lon","13.696,Ellh",-2.18140853,41.0351119,13.696,444.133081000007
1244,2081,473123.327837,"-2.18140331,Lat","41.03510896,Lon","13.687,Ellh",-2.18140331,41.03510896,13.687,444.387411000032
1245,2082,473123.343069,"-2.18140307,Lat","41.03510866,Lon","13.702,Ellh",-2.18140307,41.03510866,13.702,444.402643000009
1246,2083,473123.357691,"-2.18140276,Lat","41.03510851,Lon","13.686,Ellh",-2.18140276,41.03510851,13.686,444.417264999996
1247,2085,473123.371562,"-2.18140234,Lat","41.03510861,Lon","13.701,Ellh",-2.18140234,41.03510861,13.701,444.431136000028
1248,2084,473123.386586,"-2.18140210,Lat","41.03510832,Lon","13.700,Ellh",-2.1814021,41.03510832,13.7,444.446159999992
1249,2090,473125.061155,"-2.18136725,Lat","41.03508980,Lon","13.682,Ellh",-2.18136725,41.0350898,13.682,446.120729000017
1250,2091,473125.313448,"-2.18136209,Lat","41.03508679,Lon","13.688,Ellh",-2.18136209,41.03508679,13.688,446.373022000014
1251,2092,473125.32867,"-2.18136184,Lat","41.03508649,Lon","13.703,Ellh",-2.18136184,41.03508649,13.703,446.388244000031
1252,2093,473125.343292,"-2.18136154,Lat","41.03508632,Lon","13.688,Ellh",-2.18136154,41.03508632,13.688,446.402866000019
1253,2095,473125.357157,"-2.18136111,Lat","41.03508641,Lon","13.703,Ellh",-2.18136111,41.03508641,13.703,446.416731000005
1254,2094,473125.37218,"-2.18136087,Lat","41.03508610,Lon","13.703,Ellh",-2.18136087,41.0350861,13.703,446.431754000019
1255,2100,473127.048845,"-2.18132589,Lat","41.03506643,Lon","13.656,Ellh",-2.18132589,41.03506643,13.656,448.108418999997
1256,2101,473127.301086,"-2.18132075,Lat","41.03506340,Lon","13.652,Ellh",-2.18132075,41.0350634,13.652,448.360660000006
1257,2102,473127.316324,"-2.18132051,Lat","41.03506310,Lon","13.666,Ellh",-2.18132051,41.0350631,13.666,448.375898000028
1258,2103,473127.330952,"-2.18132021,Lat","41.03506294,Lon","13.651,Ellh",-2.18132021,41.03506294,13.651,448.390526000003
1259,2105,473127.344891,"-2.18131978,Lat","41.03506303,Lon","13.666,Ellh",-2.18131978,41.03506303,13.666,448.404465000029
1260,2104,473127.359846,"-2.18131954,Lat","41.03506273,Lon","13.665,Ellh",-2.18131954,41.03506273,13.665,448.419419999991
1261,2110,473129.069833,"-2.18128383,Lat","41.03504294,Lon","13.650,Ellh",-2.18128383,41.03504294,13.65,450.129407000029
1262,2111,473129.322071,"-2.18127861,Lat","41.03503985,Lon","13.649,Ellh",-2.18127861,41.03503985,13.649,450.381645000016
1263,2112,473129.337309,"-2.18127836,Lat","41.03503954,Lon","13.663,Ellh",-2.18127836,41.03503954,13.663,450.396883000038
1264,2113,473129.351936,"-2.18127805,Lat","41.03503937,Lon","13.648,Ellh",-2.18127805,41.03503937,13.648,450.411510000005
1265,2115,473129.365869,"-2.18127762,Lat","41.03503946,Lon","13.663,Ellh",-2.18127762,41.03503946,13.663,450.425442999986
1266,2114,473129.380831,"-2.18127738,Lat","41.03503916,Lon","13.663,Ellh",-2.18127738,41.03503916,13.663,450.440405000001
1267,2120,473131.055422,"-2.18124231,Lat","41.03501968,Lon","13.654,Ellh",-2.18124231,41.03501968,13.654,452.114996000018
1268,2121,473131.309744,"-2.18123712,Lat","41.03501652,Lon","13.655,Ellh",-2.18123712,41.03501652,13.655,452.369318000041
1269,2122,473131.324954,"-2.18123688,Lat","41.03501621,Lon","13.670,Ellh",-2.18123688,41.03501621,13.67,452.384528000024
1270,2123,473131.339599,"-2.18123658,Lat","41.03501604,Lon","13.655,Ellh",-2.18123658,41.03501604,13.655,452.399173000013
1271,2125,473131.35347,"-2.18123615,Lat","41.03501612,Lon","13.670,Ellh",-2.18123615,41.03501612,13.67,452.413043999986
1272,2124,473131.368493,"-2.18123591,Lat","41.03501582,Lon","13.670,Ellh",-2.18123591,41.03501582,13.67,452.428067000001
1273,2130,473133.045096,"-2.18120118,Lat","41.03499617,Lon","13.659,Ellh",-2.18120118,41.03499617,13.659,454.10467000003
1274,2131,473133.29733,"-2.18119603,Lat","41.03499307,Lon","13.664,Ellh",-2.18119603,41.03499307,13.664,454.356903999986
1275,2132,473133.312556,"-2.18119578,Lat","41.03499276,Lon","13.680,Ellh",-2.18119578,41.03499276,13.68,454.372130000032
1276,2133,473133.327201,"-2.18119548,Lat","41.03499259,Lon","13.665,Ellh",-2.18119548,41.03499259,13.665,454.386775000021
1277,2135,473133.341049,"-2.18119505,Lat","41.03499268,Lon","13.680,Ellh",-2.18119505,41.03499268,13.68,454.400622999994
1278,2134,473133.356067,"-2.18119481,Lat","41.03499237,Lon","13.681,Ellh",-2.18119481,41.03499237,13.681,454.415641000029
1279,2140,473135.068127,"-2.18115918,Lat","41.03497260,Lon","13.675,Ellh",-2.18115918,41.0349726,13.675,456.127701000019
1280,2141,473135.320288,"-2.18115405,Lat","41.03496955,Lon","13.676,Ellh",-2.18115405,41.03496955,13.676,456.379862000002
1281,2142,473135.33552,"-2.18115381,Lat","41.03496925,Lon","13.690,Ellh",-2.18115381,41.03496925,13.69,456.395094000036
1282,2143,473135.350159,"-2.18115351,Lat","41.03496908,Lon","13.675,Ellh",-2.18115351,41.03496908,13.675,456.409733000037
1283,2145,473135.364025,"-2.18115309,Lat","41.03496917,Lon","13.690,Ellh",-2.18115309,41.03496917,13.69,456.423599000031
1284,2144,473135.379037,"-2.18115285,Lat","41.03496887,Lon","13.690,Ellh",-2.18115285,41.03496887,13.69,456.43861100002
1285,2150,473137.053613,"-2.18111823,Lat","41.03494948,Lon","13.645,Ellh",-2.18111823,41.03494948,13.645,458.113187000039
1286,2151,473137.307889,"-2.18111301,Lat","41.03494638,Lon","13.640,Ellh",-2.18111301,41.03494638,13.64,458.367463000002
1287,2152,473137.323133,"-2.18111276,Lat","41.03494608,Lon","13.655,Ellh",-2.18111276,41.03494608,13.655,458.382707000012
1288,2153,473137.337766,"-2.18111245,Lat","41.03494591,Lon","13.639,Ellh",-2.18111245,41.03494591,13.639,458.397340000025
1289,2155,473137.351699,"-2.18111202,Lat","41.03494599,Lon","13.654,Ellh",-2.18111202,41.03494599,13.654,458.411273000005
1290,2154,473137.366644,"-2.18111178,Lat","41.03494569,Lon","13.654,Ellh",-2.18111178,41.03494569,13.654,458.426218000008
1291,2160,473139.043315,"-2.18107664,Lat","41.03492620,Lon","13.617,Ellh",-2.18107664,41.0349262,13.617,460.102889000031
1292,2161,473139.297568,"-2.18107140,Lat","41.03492311,Lon","13.614,Ellh",-2.1810714,41.03492311,13.614,460.357141999993
