fid,id,timestamp,lat_raw,lon_raw,alt_raw,lat,lon,altitude,t_rel_sec
667,1120,472923.596016,"-2.18098555,Lat","41.03519295,Lon","15.390,Ellh",-2.18098555,41.03519295,15.39,244.655590000039
668,1121,472923.847854,"-2.18099068,Lat","41.03519585,Lon","15.382,Ellh",-2.18099068,41.03519585,15.382,244.907428000006
669,1122,472923.863267,"-2.18099093,Lat","41.03519614,Lon","15.397,Ellh",-2.18099093,41.03519614,15.397,244.922841000021
670,1123,472923.877827,"-2.18099123,Lat","41.03519630,Lon","15.382,Ellh",-2.18099123,41.0351963,15.382,244.937401000003
671,1125,472923.891924,"-2.18099167,Lat","41.03519620,Lon","15.397,Ellh",-2.18099167,41.0351962,15.397,244.951498000009
672,1124,472923.906648,"-2.18099190,Lat","41.03519649,Lon","15.396,Ellh",-2.1809919,41.03519649,15.396,244.966222000017
673,1130,472925.581482,"-2.18102627,Lat","41.03521524,Lon","15.275,Ellh",-2.18102627,41.03521524,15.275,246.641056000022
674,1131,472925.835431,"-2.18103147,Lat","41.03521827,Lon","15.261,Ellh",-2.18103147,41.03521827,15.261,246.895004999998
675,1132,472925.850788,"-2.18103171,Lat","41.03521858,Lon","15.275,Ellh",-2.18103171,41.03521858,15.275,246.910361999995
676,1133,472925.865337,"-2.18103201,Lat","41.03521875,Lon","15.260,Ellh",-2.18103201,41.03521875,15.26,246.924911000009
677,1135,472925.879518,"-2.18103245,Lat","41.03521867,Lon","15.274,Ellh",-2.18103245,41.03521867,15.274,246.939092000015
678,1134,472925.894191,"-2.18103268,Lat","41.03521897,Lon","15.274,Ellh",-2.18103268,41.03521897,15.274,246.953765000042
679,1140,472927.604477,"-2.18106858,Lat","41.03523876,Lon","15.229,Ellh",-2.18106858,41.03523876,15.229,248.664051000029
680,1141,472927.858411,"-2.18107388,Lat","41.03524183,Lon","15.226,Ellh",-2.18107388,41.03524183,15.226,248.917985000007
681,1142,472927.87379,"-2.18107413,Lat","41.03524214,Lon","15.240,Ellh",-2.18107413,41.03524214,15.24,248.933363999997
682,1143,472927.888367,"-2.18107444,Lat","41.03524230,Lon","15.225,Ellh",-2.18107444,41.0352423,15.225,248.947940999991
683,1145,472927.902464,"-2.18107488,Lat","41.03524222,Lon","15.240,Ellh",-2.18107488,41.03524222,15.24,248.962037999998
684,1144,472927.917188,"-2.18107512,Lat","41.03524251,Lon","15.240,Ellh",-2.18107512,41.03524251,15.24,248.976762000006
685,1150,472929.594072,"-2.18111044,Lat","41.03526220,Lon","15.262,Ellh",-2.18111044,41.0352622,15.262,250.653646000021
686,1151,472929.845904,"-2.18111567,Lat","41.03526527,Lon","15.261,Ellh",-2.18111567,41.03526527,15.261,250.905478000001
687,1152,472929.861357,"-2.18111593,Lat","41.03526558,Lon","15.275,Ellh",-2.18111593,41.03526558,15.275,250.92093100003
688,1153,472929.875951,"-2.18111624,Lat","41.03526575,Lon","15.260,Ellh",-2.18111624,41.03526575,15.26,250.935525000037
689,1155,472929.88998,"-2.18111667,Lat","41.03526566,Lon","15.275,Ellh",-2.18111667,41.03526566,15.275,250.949553999992
690,1154,472929.90476,"-2.18111692,Lat","41.03526596,Lon","15.275,Ellh",-2.18111692,41.03526596,15.275,250.964334000018
691,1160,472931.581631,"-2.18115169,Lat","41.03528529,Lon","15.221,Ellh",-2.18115169,41.03528529,15.221,252.641204999993
692,1161,472931.833515,"-2.18115675,Lat","41.03528843,Lon","15.203,Ellh",-2.18115675,41.03528843,15.203,252.893089000019
693,1162,472931.848939,"-2.18115699,Lat","41.03528874,Lon","15.217,Ellh",-2.18115699,41.03528874,15.217,252.908513000002
694,1163,472931.863539,"-2.18115729,Lat","41.03528892,Lon","15.201,Ellh",-2.18115729,41.03528892,15.201,252.923112999997
695,1165,472931.877562,"-2.18115772,Lat","41.03528884,Lon","15.215,Ellh",-2.18115772,41.03528884,15.215,252.937136000022
696,1164,472931.892348,"-2.18115795,Lat","41.03528914,Lon","15.214,Ellh",-2.18115795,41.03528914,15.214,252.951922000037
697,1170,472933.600467,"-2.18119340,Lat","41.03530921,Lon","15.125,Ellh",-2.1811934,41.03530921,15.125,254.660040999996
698,1171,472933.854588,"-2.18119867,Lat","41.03531234,Lon","15.125,Ellh",-2.18119867,41.03531234,15.125,254.914162000001
699,1172,472933.86999,"-2.18119892,Lat","41.03531264,Lon","15.140,Ellh",-2.18119892,41.03531264,15.14,254.929563999991
700,1173,472933.884595,"-2.18119923,Lat","41.03531282,Lon","15.126,Ellh",-2.18119923,41.03531282,15.126,254.944169000024
701,1175,472933.898585,"-2.18119967,Lat","41.03531273,Lon","15.141,Ellh",-2.18119967,41.03531273,15.141,254.958159000031
702,1174,472933.913439,"-2.18119991,Lat","41.03531303,Lon","15.141,Ellh",-2.18119991,41.03531303,15.141,254.973013000039
703,1180,472935.590252,"-2.18123507,Lat","41.03533233,Lon","15.211,Ellh",-2.18123507,41.03533233,15.211,256.649826000037
704,1181,472935.844175,"-2.18124028,Lat","41.03533535,Lon","15.237,Ellh",-2.18124028,41.03533535,15.237,256.90374899999
705,1182,472935.859628,"-2.18124054,Lat","41.03533565,Lon","15.253,Ellh",-2.18124054,41.03533565,15.253,256.919202000019
706,1183,472935.874216,"-2.18124084,Lat","41.03533581,Lon","15.239,Ellh",-2.18124084,41.03533581,15.239,256.933790000039
707,1185,472935.888301,"-2.18124127,Lat","41.03533572,Lon","15.255,Ellh",-2.18124127,41.03533572,15.255,256.947875000013
708,1184,472935.903025,"-2.18124151,Lat","41.03533601,Lon","15.256,Ellh",-2.18124151,41.03533601,15.256,256.96259900002
709,1190,472937.581953,"-2.18127637,Lat","41.03535485,Lon","15.360,Ellh",-2.18127637,41.03535485,15.36,258.641527
710,1191,472937.833835,"-2.18128158,Lat","41.03535791,Lon","15.375,Ellh",-2.18128158,41.03535791,15.375,258.893409000011
711,1192,472937.849226,"-2.18128183,Lat","41.03535821,Lon","15.391,Ellh",-2.18128183,41.03535821,15.391,258.908800000034
712,1193,472937.863792,"-2.18128214,Lat","41.03535838,Lon","15.377,Ellh",-2.18128214,41.03535838,15.377,258.923366000003
713,1195,472937.877871,"-2.18128258,Lat","41.03535829,Lon","15.394,Ellh",-2.18128258,41.03535829,15.394,258.937444999989
714,1194,472937.892595,"-2.18128282,Lat","41.03535859,Lon","15.395,Ellh",-2.18128282,41.03535859,15.395,258.952168999997
715,1200,472939.600783,"-2.18131870,Lat","41.03537847,Lon","15.494,Ellh",-2.1813187,41.03537847,15.494,260.660357000015
716,1201,472939.852813,"-2.18132385,Lat","41.03538145,Lon","15.501,Ellh",-2.18132385,41.03538145,15.501,260.912386999989
717,1202,472939.868186,"-2.18132410,Lat","41.03538175,Lon","15.516,Ellh",-2.1813241,41.03538175,15.516,260.927759999991
718,1203,472939.882769,"-2.18132439,Lat","41.03538192,Lon","15.501,Ellh",-2.18132439,41.03538192,15.501,260.942343000032
719,1205,472939.896843,"-2.18132482,Lat","41.03538183,Lon","15.517,Ellh",-2.18132482,41.03538183,15.517,260.956417000038
720,1204,472939.911556,"-2.18132505,Lat","41.03538213,Lon","15.517,Ellh",-2.18132505,41.03538213,15.517,260.97113000002
721,1210,472941.586411,"-2.18136013,Lat","41.03540125,Lon","15.568,Ellh",-2.18136013,41.03540125,15.568,262.64598500001
722,1211,472941.840327,"-2.18136536,Lat","41.03540424,Lon","15.578,Ellh",-2.18136536,41.03540424,15.578,262.899901000026
723,1212,472941.85578,"-2.18136560,Lat","41.03540455,Lon","15.593,Ellh",-2.1813656,41.03540455,15.593,262.915353999997
724,1213,472941.870369,"-2.18136590,Lat","41.03540471,Lon","15.579,Ellh",-2.1813659,41.03540471,15.579,262.929943000025
725,1215,472941.884397,"-2.18136633,Lat","41.03540462,Lon","15.594,Ellh",-2.18136633,41.03540462,15.594,262.94397100003
726,1214,472941.899229,"-2.18136657,Lat","41.03540492,Lon","15.595,Ellh",-2.18136657,41.03540492,15.595,262.958802999987
727,1220,472943.609405,"-2.18140189,Lat","41.03542467,Lon","15.552,Ellh",-2.18140189,41.03542467,15.552,264.668979000009
728,1221,472943.861379,"-2.18140701,Lat","41.03542779,Lon","15.535,Ellh",-2.18140701,41.03542779,15.535,264.920953000023
729,1222,472943.876848,"-2.18140726,Lat","41.03542810,Lon","15.549,Ellh",-2.18140726,41.0354281,15.549,264.936421999999
730,1223,472943.891414,"-2.18140756,Lat","41.03542827,Lon","15.532,Ellh",-2.18140756,41.03542827,15.532,264.950988000026
731,1225,472943.905477,"-2.18140799,Lat","41.03542819,Lon","15.546,Ellh",-2.18140799,41.03542819,15.546,264.965051000006
732,1224,472943.920302,"-2.18140823,Lat","41.03542849,Lon","15.545,Ellh",-2.18140823,41.03542849,15.545,264.979876000027
733,1230,472945.59711,"-2.18144344,Lat","41.03544857,Lon","15.457,Ellh",-2.18144344,41.03544857,15.457,266.656683999987
734,1231,472945.851069,"-2.18144860,Lat","41.03545179,Lon","15.461,Ellh",-2.1814486,41.03545179,15.461,266.910643000039
735,1232,472945.866448,"-2.18144885,Lat","41.03545210,Lon","15.476,Ellh",-2.18144885,41.0354521,15.476,266.926022000029
736,1233,472945.880992,"-2.18144915,Lat","41.03545227,Lon","15.462,Ellh",-2.18144915,41.03545227,15.462,266.940566000005
737,1235,472945.895179,"-2.18144958,Lat","41.03545219,Lon","15.478,Ellh",-2.18144958,41.03545219,15.478,266.954752999998
738,1234,472945.909891,"-2.18144982,Lat","41.03545250,Lon","15.479,Ellh",-2.18144982,41.0354525,15.479,266.969465000031
739,1240,472947.586786,"-2.18148467,Lat","41.03547178,Lon","15.499,Ellh",-2.18148467,41.03547178,15.499,268.646360000013
740,1241,472947.838759,"-2.18148985,Lat","41.03547478,Lon","15.502,Ellh",-2.18148985,41.03547478,15.502,268.898333000019
741,1242,472947.854116,"-2.18149010,Lat","41.03547508,Lon","15.517,Ellh",-2.1814901,41.03547508,15.517,268.913690000016
742,1243,472947.868659,"-2.18149040,Lat","41.03547524,Lon","15.503,Ellh",-2.1814904,41.03547524,15.503,268.928233000042
743,1245,472947.882807,"-2.18149084,Lat","41.03547515,Lon","15.518,Ellh",-2.18149084,41.03547515,15.518,268.94238100003
744,1244,472947.897519,"-2.18149108,Lat","41.03547545,Lon","15.518,Ellh",-2.18149108,41.03547545,15.518,268.957093000005
745,1250,472949.607796,"-2.18152635,Lat","41.03549463,Lon","15.539,Ellh",-2.18152635,41.03549463,15.539,270.667370000039
746,1251,472949.859646,"-2.18153143,Lat","41.03549753,Lon","15.532,Ellh",-2.18153143,41.03549753,15.532,270.91922000004
747,1252,472949.875087,"-2.18153167,Lat","41.03549782,Lon","15.547,Ellh",-2.18153167,41.03549782,15.547,270.934661000036
748,1253,472949.889624,"-2.18153197,Lat","41.03549798,Lon","15.532,Ellh",-2.18153197,41.03549798,15.532,270.949198000017
749,1255,472949.9038,"-2.18153240,Lat","41.03549789,Lon","15.547,Ellh",-2.1815324,41.03549789,15.547,270.963373999984
750,1254,472949.918507,"-2.18153263,Lat","41.03549818,Lon","15.547,Ellh",-2.18153263,41.03549818,15.547,270.978081000037
751,1260,472951.593346,"-2.18156744,Lat","41.03551734,Lon","15.509,Ellh",-2.18156744,41.03551734,15.509,272.652920000022
752,1261,472951.84729,"-2.18157259,Lat","41.03552051,Lon","15.510,Ellh",-2.18157259,41.03552051,15.51,272.906864000019
753,1262,472951.862674,"-2.18157283,Lat","41.03552082,Lon","15.525,Ellh",-2.18157283,41.03552082,15.525,272.922247999988
754,1263,472951.877201,"-2.18157313,Lat","41.03552099,Lon","15.511,Ellh",-2.18157313,41.03552099,15.511,272.936775000009
755,1265,472951.891427,"-2.18157357,Lat","41.03552091,Lon","15.526,Ellh",-2.18157357,41.03552091,15.526,272.951001000009
756,1264,472951.906044,"-2.18157380,Lat","41.03552121,Lon","15.527,Ellh",-2.1815738,41.03552121,15.527,272.965618000017
757,1270,472953.583011,"-2.18160871,Lat","41.03554075,Lon","15.540,Ellh",-2.18160871,41.03554075,15.54,274.642585000023
758,1271,472953.837025,"-2.18161390,Lat","41.03554381,Lon","15.544,Ellh",-2.1816139,41.03554381,15.544,274.896599000029
759,1272,472953.852387,"-2.18161415,Lat","41.03554412,Lon","15.559,Ellh",-2.18161415,41.03554412,15.559,274.911961000005
760,1273,472953.866879,"-2.18161445,Lat","41.03554428,Lon","15.545,Ellh",-2.18161445,41.03554428,15.545,274.926452999993
761,1275,472953.881134,"-2.18161489,Lat","41.03554420,Lon","15.560,Ellh",-2.18161489,41.0355442,15.56,274.940708000038
762,1274,472953.895858,"-2.18161512,Lat","41.03554449,Lon","15.560,Ellh",-2.18161512,41.03554449,15.56,274.955431999988
763,1280,472955.606106,"-2.18165095,Lat","41.03556408,Lon","15.611,Ellh",-2.18165095,41.03556408,15.611,276.665680000035
764,1281,472955.860114,"-2.18165620,Lat","41.03556709,Lon","15.614,Ellh",-2.1816562,41.03556709,15.614,276.919687999994
765,1282,472955.875493,"-2.18165646,Lat","41.03556739,Lon","15.629,Ellh",-2.18165646,41.03556739,15.629,276.935067000042
766,1283,472955.890003,"-2.18165676,Lat","41.03556755,Lon","15.615,Ellh",-2.18165676,41.03556755,15.615,276.949576999992
767,1285,472955.904156,"-2.18165720,Lat","41.03556746,Lon","15.630,Ellh",-2.1816572,41.03556746,15.63,276.963730000018
768,1284,472955.91888,"-2.18165744,Lat","41.03556775,Lon","15.630,Ellh",-2.18165744,41.03556775,15.63,276.978454000026
769,1290,472957.595805,"-2.18169248,Lat","41.03558718,Lon","15.626,Ellh",-2.18169248,41.03558718,15.626,278.655379000003
770,1291,472957.847688,"-2.18169765,Lat","41.03559021,Lon","15.621,Ellh",-2.18169765,41.03559021,15.621,278.907262000022
771,1292,472957.862977,"-2.18169790,Lat","41.03559051,Lon","15.637,Ellh",-2.1816979,41.03559051,15.637,278.922551000025
772,1293,472957.877429,"-2.18169821,Lat","41.03559067,Lon","15.622,Ellh",-2.18169821,41.03559067,15.622,278.937002999999
773,1295,472957.891758,"-2.18169865,Lat","41.03559059,Lon","15.637,Ellh",-2.18169865,41.03559059,15.637,278.951332000026
774,1294,472957.906436,"-2.18169889,Lat","41.03559088,Lon","15.637,Ellh",-2.18169889,41.03559088,15.637,278.966010000033
775,1300,472959.58127,"-2.18173429,Lat","41.03561000,Lon","15.624,Ellh",-2.18173429,41.03561,15.624,280.640844000038
776,1301,472959.835222,"-2.18173965,Lat","41.03561304,Lon","15.616,Ellh",-2.18173965,41.03561304,15.616,280.894796000037
777,1302,472959.850471,"-2.18173990,Lat","41.03561334,Lon","15.631,Ellh",-2.1817399,41.03561334,15.631,280.910045000026
778,1303,472959.864924,"-2.18174021,Lat","41.03561351,Lon","15.615,Ellh",-2.18174021,41.03561351,15.615,280.924498000008
779,1305,472959.879309,"-2.18174065,Lat","41.03561343,Lon","15.630,Ellh",-2.18174065,41.03561343,15.63,280.938882999995
780,1304,472959.89401,"-2.18174089,Lat","41.03561372,Lon","15.629,Ellh",-2.18174089,41.03561372,15.629,280.953584000003
781,1310,472961.604254,"-2.18177194,Lat","41.03563133,Lon","15.681,Ellh",-2.18177194,41.03563133,15.681,282.663828000019
782,1311,472961.856269,"-2.18177255,Lat","41.03563065,Lon","15.669,Ellh",-2.18177255,41.03563065,15.669,282.915842999995
783,1312,472961.871382,"-2.18177260,Lat","41.03563064,Lon","15.683,Ellh",-2.1817726,41.03563064,15.683,282.930955999997
784,1313,472961.885767,"-2.18177262,Lat","41.03563051,Lon","15.668,Ellh",-2.18177262,41.03563051,15.668,282.945341000042
785,1315,472961.900339,"-2.18177256,Lat","41.03563009,Lon","15.682,Ellh",-2.18177256,41.03563009,15.682,282.959912999999
786,1314,472961.915023,"-2.18177261,Lat","41.03563009,Lon","15.681,Ellh",-2.18177261,41.03563009,15.681,282.974596999993
787,1320,472966.49346,"-2.18182645,Lat","41.03555028,Lon","15.160,Ellh",-2.18182645,41.03555028,15.16,287.55303400004
788,1321,472966.745478,"-2.18182355,Lat","41.03554883,Lon","15.083,Ellh",-2.18182355,41.03554883,15.083,287.80505200004
789,1322,472966.76062,"-2.18182346,Lat","41.03554867,Lon","15.094,Ellh",-2.18182346,41.03554867,15.094,287.820194000029
790,1323,472966.775028,"-2.18182325,Lat","41.03554856,Lon","15.074,Ellh",-2.18182325,41.03554856,15.074,287.834602000017
791,1325,472966.789515,"-2.18182279,Lat","41.03554860,Lon","15.084,Ellh",-2.18182279,41.0355486,15.084,287.849089000025
792,1324,472966.80425,"-2.18182279,Lat","41.03554860,Lon","15.084,Ellh",-2.18182279,41.0355486,15.084,287.863824
793,1330,472968.512452,"-2.18178350,Lat","41.03552871,Lon","14.865,Ellh",-2.1817835,41.03552871,14.865,289.572026000009
794,1331,472968.764589,"-2.18177831,Lat","41.03552639,Lon","14.865,Ellh",-2.18177831,41.03552639,14.865,289.824163000041
795,1332,472968.77981,"-2.18177807,Lat","41.03552613,Lon","14.880,Ellh",-2.18177807,41.03552613,14.88,289.839383999992
796,1333,472968.794415,"-2.18177776,Lat","41.03552601,Lon","14.864,Ellh",-2.18177776,41.03552601,14.864,289.853989000025
797,1335,472968.808365,"-2.18177734,Lat","41.03552614,Lon","14.879,Ellh",-2.18177734,41.03552614,14.879,289.867939000018
798,1334,472968.823286,"-2.18177710,Lat","41.03552588,Lon","14.879,Ellh",-2.1817771,41.03552588,14.879,289.882860000012
799,1340,472970.497927,"-2.18174350,Lat","41.03550955,Lon","14.824,Ellh",-2.1817435,41.03550955,14.824,291.557501000003
800,1341,472970.752199,"-2.18173852,Lat","41.03550653,Lon","14.817,Ellh",-2.18173852,41.03550653,14.817,291.811772999994
801,1342,472970.767425,"-2.18173829,Lat","41.03550622,Lon","14.832,Ellh",-2.18173829,41.03550622,14.832,291.826999000041
802,1343,472970.782036,"-2.18173800,Lat","41.03550606,Lon","14.816,Ellh",-2.181738,41.03550606,14.816,291.841610000003
803,1345,472970.795975,"-2.18173758,Lat","41.03550615,Lon","14.831,Ellh",-2.18173758,41.03550615,14.831,291.855549000029
804,1344,472970.810891,"-2.18173758,Lat","41.03550615,Lon","14.831,Ellh",-2.18173758,41.03550615,14.831,291.870464999985
805,1350,472972.485571,"-2.18170318,Lat","41.03548600,Lon","14.780,Ellh",-2.18170318,41.035486,14.78,293.54514500004
806,1351,472972.737794,"-2.18169806,Lat","41.03548282,Lon","14.779,Ellh",-2.18169806,41.03548282,14.779,293.797368000029
807,1352,472972.752998,"-2.18169782,Lat","41.03548251,Lon","14.794,Ellh",-2.18169782,41.03548251,14.794,293.812572000024
808,1353,472972.767609,"-2.18169752,Lat","41.03548234,Lon","14.779,Ellh",-2.18169752,41.03548234,14.779,293.827182999987
809,1355,472972.78157,"-2.18169709,Lat","41.03548242,Lon","14.794,Ellh",-2.18169709,41.03548242,14.794,293.841144000005
810,1354,472972.796503,"-2.18169686,Lat","41.03548211,Lon","14.794,Ellh",-2.18169686,41.03548211,14.794,293.856077000033
811,1360,472974.504444,"-2.18166141,Lat","41.03546211,Lon","14.780,Ellh",-2.18166141,41.03546211,14.78,295.564018000034
812,1361,472974.756674,"-2.18165622,Lat","41.03545910,Lon","14.780,Ellh",-2.18165622,41.0354591,14.78,295.816248000017
813,1362,472974.7719,"-2.18165598,Lat","41.03545880,Lon","14.795,Ellh",-2.18165598,41.0354588,14.795,295.831474000006
814,1363,472974.786517,"-2.18165567,Lat","41.03545863,Lon","14.780,Ellh",-2.18165567,41.03545863,14.78,295.846091000014
815,1365,472974.800478,"-2.18165524,Lat","41.03545872,Lon","14.795,Ellh",-2.18165524,41.03545872,14.795,295.860052000033
816,1364,472974.815388,"-2.18165500,Lat","41.03545842,Lon","14.795,Ellh",-2.181655,41.03545842,14.795,295.874962000002
817,1370,472976.490002,"-2.18162013,Lat","41.03543932,Lon","14.744,Ellh",-2.18162013,41.03543932,14.744,297.549576000019
818,1371,472976.744319,"-2.18161494,Lat","41.03543630,Lon","14.745,Ellh",-2.18161494,41.0354363,14.745,297.803893000004
819,1372,472976.759574,"-2.18161469,Lat","41.03543600,Lon","14.760,Ellh",-2.18161469,41.035436,14.76,297.819148000039
820,1373,472976.774179,"-2.18161439,Lat","41.03543583,Lon","14.745,Ellh",-2.18161439,41.03543583,14.745,297.833753000014
821,1375,472976.78818,"-2.18161396,Lat","41.03543592,Lon","14.760,Ellh",-2.18161396,41.03543592,14.76,297.847753999988
822,1374,472976.80304,"-2.18161396,Lat","41.03543592,Lon","14.760,Ellh",-2.18161396,41.03543592,14.76,297.862614000042
823,1380,472978.513129,"-2.18157825,Lat","41.03541606,Lon","14.748,Ellh",-2.18157825,41.03541606,14.748,299.572703000042
824,1381,472978.767343,"-2.18157313,Lat","41.03541306,Lon","14.749,Ellh",-2.18157313,41.03541306,14.749,299.826916999999
825,1382,472978.782592,"-2.18157289,Lat","41.03541276,Lon","14.764,Ellh",-2.18157289,41.03541276,14.764,299.842165999988
826,1383,472978.797197,"-2.18157259,Lat","41.03541260,Lon","14.749,Ellh",-2.18157259,41.0354126,14.749,299.856771000021
827,1385,472978.811192,"-2.18157216,Lat","41.03541269,Lon","14.764,Ellh",-2.18157216,41.03541269,14.764,299.870766000007
828,1384,472978.826052,"-2.18157193,Lat","41.03541239,Lon","14.763,Ellh",-2.18157193,41.03541239,14.763,299.885626000003
829,1390,472980.500708,"-2.18153685,Lat","41.03539301,Lon","14.744,Ellh",-2.18153685,41.03539301,14.744,301.560281999991
